key,group,claim,verdict
mitbihv2|200|w48,mitbih,This tool is not a diagnostic device [Disclaimer].,UNVERIFIABLE
mitbihv2|200|w48,mitbih,This tool does not replace clinical judgment [Disclaimer].,SUPPORTED
ptbxl|16357,ptbxl,The high anomaly score suggests an irregular rhythm.,SUPPORTED
ptbxl|16357,ptbxl,The high anomaly score suggests an ectopic beat pattern.,UNVERIFIABLE
ptbxl|16357,ptbxl,An irregular rhythm or ectopic beat pattern deviates significantly from normal sinus morphology.,SUPPORTED
ptbxl|16357,ptbxl,Normal beats are defined by regular rhythms.,SUPPORTED
ptbxl|16357,ptbxl,Normal beats are defined by consistent P waves.,SUPPORTED
ptbxl|16357,ptbxl,Normal beats are defined by standard PR intervals.,SUPPORTED
ptbxl|16357,ptbxl,Normal beats are defined by standard QRS intervals.,UNVERIFIABLE
ptbxl|16357,ptbxl,Deviations in rhythm features indicate arrhythmias like atrial fibrillation.,SUPPORTED
ptbxl|16357,ptbxl,Deviations in rhythm features indicate premature ventricular contractions.,SUPPORTED
ptbxl|16357,ptbxl,Abnormalities manifest as altered waveform morphology.,SUPPORTED
ptbxl|16357,ptbxl,Abnormalities manifest as altered duration.,SUPPORTED
ptbxl|16357,ptbxl,Abnormalities manifest as altered rhythmic patterns.,SUPPORTED
ptbxl|16357,ptbxl,"Altered waveform morphology, duration, or rhythmic patterns are associated with myocardial infarction.",SUPPORTED
ptbxl|16357,ptbxl,"Altered waveform morphology, duration, or rhythmic patterns are associated with conduction abnormalities.",SUPPORTED
ptbxl|16357,ptbxl,Review the 30-second window for irregular R-R intervals to identify specific arrhythmias like atrial fibrillation.,UNVERIFIABLE
ptbxl|16357,ptbxl,Review the 30-second window for absent P waves to identify specific arrhythmias like atrial fibrillation.,UNVERIFIABLE
ptbxl|16357,ptbxl,Review the 30-second window for wide QRS complexes to identify specific arrhythmias like ventricular tachycardia.,UNVERIFIABLE
ptbxl|16357,ptbxl,Review the 30-second window for ST-segment changes to identify specific arrhythmias like ventricular tachycardia.,UNVERIFIABLE
ptbxl|16357,ptbxl,This tool is a research decision-support tool.,UNVERIFIABLE
ptbxl|16357,ptbxl,This tool is not a diagnostic device.,UNVERIFIABLE
ptbxl|16357,ptbxl,This tool does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|232|w4,mitbih,The anomaly suggests a potential arrhythmia.,SUPPORTED
mitbihv2|232|w4,mitbih,The anomaly suggests a conduction abnormality.,SUPPORTED
mitbihv2|232|w4,mitbih,The detector identified nearly one-third of beats in this window as deviating from normal patterns.,UNVERIFIABLE
mitbihv2|232|w4,mitbih,"Automated systems flag ""Unclassifiable"" (Q) beat classes when waveforms show irregular morphologies due to noise or artifacts.",SUPPORTED
mitbihv2|232|w4,mitbih,Deep learning models are designed to detect subtle morphological differences associated with arrhythmias like atrial fibrillation and ventricular tachycardia.,SUPPORTED
mitbihv2|232|w4,mitbih,Arrhythmias like atrial fibrillation and ventricular tachycardia can be challenging for manual review.,SUPPORTED
mitbihv2|232|w4,mitbih,"Review the flagged window visually to distinguish between true cardiac events (e.g., ectopic beats) and signal artifacts or noise that may have triggered false positives.",UNVERIFIABLE
mitbihv2|232|w4,mitbih,Correlate findings with patient symptoms if available.,UNVERIFIABLE
mitbihv2|232|w4,mitbih,This is a research decision-support tool.,UNVERIFIABLE
mitbihv2|232|w4,mitbih,This is not a diagnostic device.,UNVERIFIABLE
mitbihv2|232|w4,mitbih,This does not replace clinical judgment.,SUPPORTED
ptbxl|19935,ptbxl,The high standard deviation has a z-score of +9.2.,UNVERIFIABLE
ptbxl|19935,ptbxl,Significant beat-to-beat variability is present in Lead I.,UNVERIFIABLE
ptbxl|19935,ptbxl,Morphological inconsistency is observed in Lead I.,UNVERIFIABLE
ptbxl|19935,ptbxl,Atrial fibrillation may be indicated by these findings.,SUPPORTED
ptbxl|19935,ptbxl,Frequent ectopic beats may be indicated by these findings.,SUPPORTED
ptbxl|19935,ptbxl,ECG anomalies manifest as alterations in waveform morphology.,SUPPORTED
ptbxl|19935,ptbxl,ECG anomalies manifest as alterations in rhythmic patterns.,SUPPORTED
ptbxl|19935,ptbxl,Supraventricular premature beats are classified with the letter S.,SUPPORTED
ptbxl|19935,ptbxl,Abnormal P waves characterize Supraventricular premature beats.,SUPPORTED
ptbxl|19935,ptbxl,Premature ventricular contractions are classified with the letter V.,SUPPORTED
ptbxl|19935,ptbxl,Premature ventricular contractions lack preceding P waves.,SUPPORTED
ptbxl|19935,ptbxl,Multi-lead analysis is crucial for accurate lesion localization.,SUPPORTED
ptbxl|19935,ptbxl,Diagnostic redundancy exists between multi-lead systems and single-lead systems.,SUPPORTED
ptbxl|19935,ptbxl,Review of Lead I tracing should focus on irregular R-R intervals.,UNVERIFIABLE
ptbxl|19935,ptbxl,Review of Lead I tracing should focus on absent P waves.,UNVERIFIABLE
ptbxl|19935,ptbxl,Correlation with other leads includes lead II.,SUPPORTED
ptbxl|19935,ptbxl,Correlation with other leads includes lead V1.,SUPPORTED
ptbxl|19935,ptbxl,Variability may be due to noise or artifacts.,SUPPORTED
ptbxl|19935,ptbxl,Variability may be due to true arrhythmia like atrial fibrillation.,SUPPORTED
ptbxl|19935,ptbxl,The tool is a research decision-support tool.,UNVERIFIABLE
ptbxl|19935,ptbxl,The tool is not a diagnostic device.,UNVERIFIABLE
ptbxl|19935,ptbxl,The tool does not replace clinical judgment.,UNVERIFIABLE
ptbxl|4432,ptbxl,The detected anomaly suggests potential rhythm irregularity or ectopic activity.,SUPPORTED
ptbxl|4432,ptbxl,Potential causes include premature beats due to deviations in signal morphology like standard deviation and skewness.,UNVERIFIABLE
ptbxl|4432,ptbxl,"ECG anomalies often manifest as alterations in waveform morphology, duration, and rhythmic patterns.",SUPPORTED
ptbxl|4432,ptbxl,These alterations are caused by disturbances in impulse initiation or propagation [PMC12467215].,SUPPORTED
ptbxl|4432,ptbxl,Supraventricular premature beats (S) show abnormal P waves.,SUPPORTED
ptbxl|4432,ptbxl,Premature ventricular contractions (V) feature wide QRS complexes without preceding P waves.,SUPPORTED
ptbxl|4432,ptbxl,These irregularities can trigger high anomaly scores during detection [PMC12031393].,SUPPORTED
ptbxl|4432,ptbxl,The recommendation is to review the 30-second window for premature beats or rhythm breaks.,UNVERIFIABLE
ptbxl|4432,ptbxl,Signal quality should be verified to rule out artifacts.,SUPPORTED
ptbxl|4432,ptbxl,Unclassifiable beats often result from noise requiring further investigation [PMC12031393].,SUPPORTED
ptbxl|4432,ptbxl,Clinical symptoms should be correlated if arrhythmia is suspected.,UNVERIFIABLE
ptbxl|4432,ptbxl,The tool is a research decision-support tool.,UNVERIFIABLE
ptbxl|4432,ptbxl,The tool is not a diagnostic device.,UNVERIFIABLE
ptbxl|4432,ptbxl,The tool does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|232|w52,mitbih,The anomaly suggests a potential conduction abnormality or ectopic beat.,SUPPORTED
mitbihv2|232|w52,mitbih,Flagged beats deviate significantly from normal sinus rhythm morphology and timing metrics.,SUPPORTED
mitbihv2|232|w52,mitbih,Normal beats are defined by regular rhythms with consistent P waves.,SUPPORTED
mitbihv2|232|w52,mitbih,Normal PR intervals range from 120 to 200 ms.,SUPPORTED
mitbihv2|232|w52,mitbih,Deviations in P wave features indicate abnormalities like supraventricular premature beats or fusion beats.,SUPPORTED
mitbihv2|232|w52,mitbih,"Deep learning models detect subtle morphological differences and arrhythmias, including conduction abnormalities.",SUPPORTED
mitbihv2|232|w52,mitbih,Automated analysis is required to identify certain arrhythmias that may not be immediately obvious without it.,SUPPORTED
mitbihv2|232|w52,mitbih,Review the flagged beats for signs of ectopic activity such as absent P waves or wide QRS complexes.,SUPPORTED
mitbihv2|232|w52,mitbih,Assess clinical symptoms associated with irregular rhythms.,UNVERIFIABLE
mitbihv2|232|w52,mitbih,Correlate persistent irregular rhythms with patient history to rule out transient arrhythmias like atrial fibrillation.,UNVERIFIABLE
mitbihv2|232|w52,mitbih,The tool is a research decision-support tool and not a diagnostic device.,UNVERIFIABLE
mitbihv2|232|w52,mitbih,The tool does not replace clinical judgment.,SUPPORTED
wesad|S5|w0,wesad,A simultaneous drop in wrist temperature and ECG signal quality suggests reduced peripheral blood flow.,UNVERIFIABLE
wesad|S5|w0,wesad,Reduced peripheral blood flow is also known as poor perfusion.,SUPPORTED
wesad|S5|w0,wesad,Motion artifacts can affect the optical sensor at the wrist.,SUPPORTED
wesad|S5|w0,wesad,Wrist-based PPG signals are more prone to degradation under poor perfusion compared to other sites like the finger or temple.,SUPPORTED
wesad|S5|w0,wesad,Poor perfusion leads to higher estimation errors in wrist-based PPG signals due to missed pulse peaks.,SUPPORTED
wesad|S5|w0,wesad,Skin temperature changes can reflect stress-related peripheral vasoconstriction.,SUPPORTED
wesad|S5|w0,wesad,Reduced ECG signal quality in a wrist-worn device often indicates motion artifacts.,UNVERIFIABLE
wesad|S5|w0,wesad,Reduced ECG signal quality in a wrist-worn device often indicates low perfusion.,UNVERIFIABLE
wesad|S5|w0,wesad,Reduced ECG signal quality in a wrist-worn device does not necessarily indicate true cardiac rhythm issues.,UNVERIFIABLE
wesad|S5|w0,wesad,Checking the patient's position and limb movement is recommended when these signals are affected.,SUPPORTED
wesad|S5|w0,wesad,"If motion is present, waiting for a stable period before re-evaluating is recommended.",UNVERIFIABLE
wesad|S5|w0,wesad,Ensuring the wrist area is warm can improve perfusion.,UNVERIFIABLE
wesad|S5|w0,wesad,Seeking medical evaluation is recommended if symptoms persist or clinical concern exists regarding circulation.,UNVERIFIABLE
wesad|S5|w0,wesad,The tool described is a research decision-support tool.,UNVERIFIABLE
wesad|S5|w0,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S5|w0,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S17|w13,wesad,The detected anomaly suggests elevated sympathetic arousal or stress.,SUPPORTED
wesad|S17|w13,wesad,Electrodermal activity (EDA) reflects skin conductance changes from sweat gland activity modulated by the autonomic nervous system in response to emotional arousal and stress [PMC12789550].,SUPPORTED
wesad|S17|w13,wesad,"Skin temperature may capture stress-related peripheral vasoconstriction, though systematic assessments are limited [PMC12789550].",SUPPORTED
wesad|S17|w13,wesad,"When stressed, blood pressure increases causing a rise in heart rate linked with low heart rate variability (HRV) [PMC11679670].",UNVERIFIABLE
wesad|S17|w13,wesad,Multimodal approaches achieve higher accuracy than single-signal methods for monitoring anxiety or stress [PMC12789550].,SUPPORTED
wesad|S17|w13,wesad,Seeking timely medical treatment can reduce disease morbidity and mortality if symptoms persist [PMC12789550].,SUPPORTED
wesad|S17|w13,wesad,The tool is a research decision-support tool.,UNVERIFIABLE
wesad|S17|w13,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S17|w13,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|233|w4,mitbih,The detected anomaly indicates a statistically significant deviation from normal sinus rhythm.,SUPPORTED
mitbihv2|233|w4,mitbih,A statistically significant deviation from normal sinus rhythm suggests the presence of an arrhythmia or conduction abnormality requiring clinical review [PMC12031393].,SUPPORTED
mitbihv2|233|w4,mitbih,Normal beats are defined by regular rhythms and consistent P waves.,SUPPORTED
mitbihv2|233|w4,mitbih,"Deviations in mean z-scores indicate morphological changes such as ectopic activity, fusion beats, or noise that distinguish abnormal from normal classes [PMC12031393].",UNVERIFIABLE
mitbihv2|233|w4,mitbih,A deviation in the mean z-score of +2.5 indicates a morphological change distinguishing abnormal from normal classes [PMC12031393].,UNVERIFIABLE
mitbihv2|233|w4,mitbih,Automated systems use feature deviations to flag potential conditions like atrial fibrillation or ventricular tachycardia for further investigation [PMC12731301].,UNVERIFIABLE
mitbihv2|233|w4,mitbih,The recommendation is to review the flagged window visually.,UNVERIFIABLE
mitbihv2|233|w4,mitbih,"Visual review should confirm if the deviation represents a true arrhythmia (e.g., ectopic beat, fusion) or an artifact.",SUPPORTED
mitbihv2|233|w4,mitbih,"If clinically significant rhythm irregularity is confirmed, standard monitoring protocols for conditions like atrial fibrillation should be followed [PMC12731301].",UNVERIFIABLE
mitbihv2|233|w4,mitbih,The tool is classified as a research decision-support tool.,UNVERIFIABLE
mitbihv2|233|w4,mitbih,The tool is not a diagnostic device.,UNVERIFIABLE
mitbihv2|233|w4,mitbih,The tool does not replace clinical judgment.,SUPPORTED
ptbxl|8139,ptbxl,The anomaly suggests potential rhythm irregularity or ectopic activity due to significant deviations in signal standard deviation and peak-to-peak amplitude.,UNVERIFIABLE
ptbxl|8139,ptbxl,"ECG anomalies often manifest as alterations in waveform morphology, duration, and rhythmic patterns caused by disturbances in impulse initiation or propagation.",SUPPORTED
ptbxl|8139,ptbxl,Supraventricular premature beats (S) show abnormal P waves.,SUPPORTED
ptbxl|8139,ptbxl,Premature ventricular contractions (V) feature wide QRS complexes without preceding P waves.,SUPPORTED
ptbxl|8139,ptbxl,These irregularities can trigger high anomaly scores during detection.,SUPPORTED
ptbxl|8139,ptbxl,Review the 30-second window for premature beats or fusion beats.,UNVERIFIABLE
ptbxl|8139,ptbxl,"Verify signal quality to rule out artifacts, as unclassifiable beats with irregular morphologies may require further investigation before clinical interpretation.",SUPPORTED
ptbxl|8139,ptbxl,Correlate findings with multi-lead data if available to localize lesions accurately.,SUPPORTED
ptbxl|8139,ptbxl,This is a research decision-support tool.,UNVERIFIABLE
ptbxl|8139,ptbxl,It is not a diagnostic device.,UNVERIFIABLE
ptbxl|8139,ptbxl,It does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|213|w4,mitbih,The detector flagged all beats in the anomaly.,UNVERIFIABLE
mitbihv2|213|w4,mitbih,All flagged beats are statistically very close to normal training data.,UNVERIFIABLE
mitbihv2|213|w4,mitbih,The mean z-score of the flagged beats is +0.3.,UNVERIFIABLE
mitbihv2|213|w4,mitbih,Normal sinus rhythm is characterized by regular rhythms.,SUPPORTED
mitbihv2|213|w4,mitbih,Normal sinus rhythm is characterized by consistent P waves.,SUPPORTED
mitbihv2|213|w4,mitbih,PR intervals in normal sinus rhythm range between 120–200 ms.,SUPPORTED
mitbihv2|213|w4,mitbih,Deviations in specific features are required for abnormal classification.,SUPPORTED
mitbihv2|213|w4,mitbih,ECG waveforms can be susceptible to noise sources.,SUPPORTED
mitbihv2|213|w4,mitbih,Noise sources pose challenges for reliable classification of ECGs.,SUPPORTED
mitbihv2|213|w4,mitbih,Flagged anomalies may occur even when the underlying rhythm is normal due to noise.,SUPPORTED
mitbihv2|213|w4,mitbih,Models may struggle with noise and class imbalance.,SUPPORTED
mitbihv2|232|w59,mitbih,The anomaly suggests a potential conduction abnormality or ectopic beat.,SUPPORTED
mitbihv2|232|w59,mitbih,The detector flagged beats with deviations in standard deviation and peak-to-peak intervals.,UNVERIFIABLE
mitbihv2|232|w59,mitbih,ECG waveforms associated with different arrhythmia types often exhibit subtle morphological differences.,SUPPORTED
mitbihv2|232|w59,mitbih,ECG waveforms are susceptible to various noise sources.,SUPPORTED
mitbihv2|232|w59,mitbih,Automated classification is needed to reduce subjectivity [PMC13194003].,SUPPORTED
mitbihv2|232|w59,mitbih,The dataset includes beat classes like Supraventricular premature beats (S).,SUPPORTED
mitbihv2|232|w59,mitbih,Supraventricular premature beats (S) may be characterized by possible abnormal or hidden P waves.,SUPPORTED
mitbihv2|232|w59,mitbih,The dataset includes Premature ventricular contractions (V).,SUPPORTED
mitbihv2|232|w59,mitbih,Premature ventricular contractions (V) have no preceding P wave [PMC12031393].,SUPPORTED
mitbihv2|232|w59,mitbih,Review the flagged window for noise artifacts versus true ectopic activity.,UNVERIFIABLE
mitbihv2|232|w59,mitbih,Verify rhythm regularity and PR/QRS morphology.,SUPPORTED
mitbihv2|232|w59,mitbih,Consider manual review by a clinician if uncertainty persists regarding class imbalance or model bias.,SUPPORTED
mitbihv2|232|w59,mitbih,Automated models may favor common conditions over rare anomalies [PMC12031393].,SUPPORTED
mitbihv2|232|w59,mitbih,This is a research decision-support tool.,SUPPORTED
mitbihv2|232|w59,mitbih,This is not a diagnostic device.,UNVERIFIABLE
mitbihv2|232|w59,mitbih,This does not replace clinical judgment.,SUPPORTED
ptbxl|18676,ptbxl,The detected anomaly indicates significant signal distortion or noise rather than a specific arrhythmia like atrial fibrillation.,UNVERIFIABLE
ptbxl|18676,ptbxl,High standard deviation and peak-to-peak z-scores are present in the signal.,UNVERIFIABLE
ptbxl|18676,ptbxl,Standard deviations of +5.2 were observed in features such as standard deviation.,UNVERIFIABLE
ptbxl|18676,ptbxl,"Peak-to-peak amplitude values of +4.9 suggest the presence of artifacts, baseline wander, or noise.",UNVERIFIABLE
ptbxl|18676,ptbxl,These factors obscure normal waveform morphology.,UNVERIFIABLE
ptbxl|18676,ptbxl,High-frequency interference is present and requires removal via filters during preprocessing.,SUPPORTED
ptbxl|18676,ptbxl,Baseline wander must be removed before analysis using denoising techniques.,SUPPORTED
ptbxl|18676,ptbxl,Motion artifacts may cause poor signal quality.,SUPPORTED
ptbxl|18676,ptbxl,Poor electrode contact may affect the reading.,UNVERIFIABLE
ptbxl|18676,ptbxl,The reading may not represent a true cardiac event if noise is confirmed.,UNVERIFIABLE
ptbxl|18676,ptbxl,Re-acquiring the signal after ensuring stable probe placement and minimizing patient movement is recommended.,UNVERIFIABLE
wesad|S16|w6,wesad,Reduced wrist temperature suggests sympathetic arousal consistent with stress or anxiety.,UNVERIFIABLE
wesad|S16|w6,wesad,Elevated heart rate suggests sympathetic arousal consistent with stress or anxiety.,UNVERIFIABLE
wesad|S16|w6,wesad,Skin temperature drops can capture stress-related peripheral vasoconstriction [PMC12789550].,SUPPORTED
wesad|S16|w6,wesad,"Elevated heart rate is linked to low heart rate variability, which reflects a high stress level when resting HR increases under stress [PMC11679670].",SUPPORTED
wesad|S16|w6,wesad,Electrodermal activity and skin temperature are valuable markers for anxiety detection alongside PPG signals [PMC12789550].,SUPPORTED
wesad|S16|w6,wesad,These biosignals indicate potential sympathetic activation requiring clinical correlation.,SUPPORTED
wesad|S16|w6,wesad,The tool is a research decision-support tool.,UNVERIFIABLE
wesad|S16|w6,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S16|w6,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S16|w5,wesad,A simultaneous drop in blood volume pulse suggests a stress response involving sympathetic arousal and peripheral vasoconstriction.,UNVERIFIABLE
wesad|S16|w5,wesad,Reduced heart rate variability (HRV) reflects high stress levels [PMC11679670].,SUPPORTED
wesad|S16|w5,wesad,Electrodermal activity changes occur due to sweat gland modulation by the autonomic nervous system during emotional arousal or stress [PMC12789550].,SUPPORTED
wesad|S16|w5,wesad,Skin temperature may capture stress-related peripheral vasoconstriction where blood flow decreases under anxiety [PMC12789550].,SUPPORTED
wesad|S16|w5,wesad,Wrist PPG signals can be less reliable in real-world settings due to motion compared to ECG [PMC12789550].,SUPPORTED
wesad|S16|w5,wesad,Wrist PPG signals can be less reliable in real-world settings due to poor perfusion compared to ECG [PMC12789550].,SUPPORTED
wesad|S16|w5,wesad,The tool is a research decision-support tool.,UNVERIFIABLE
wesad|S16|w5,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S16|w5,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
ptbxl|162,ptbxl,The standard deviation is z=+4.1.,UNVERIFIABLE
ptbxl|162,ptbxl,The peak-to-peak z-score is +5.3.,UNVERIFIABLE
ptbxl|162,ptbxl,These metrics suggest significant signal irregularity or noise.,UNVERIFIABLE
ptbxl|162,ptbxl,These metrics do not indicate a specific named arrhythmia like atrial fibrillation in this short window.,UNVERIFIABLE
ptbxl|162,ptbxl,"Abnormalities manifest as alterations in waveform morphology, duration, and rhythmic patterns.",SUPPORTED
ptbxl|162,ptbxl,Beats with irregular morphologies due to noise require further investigation [PMC12031393].,SUPPORTED
ptbxl|162,ptbxl,Multi-lead analysis is crucial for accurate lesion localization compared to single-lead recordings which may miss spatial context [PMC12467215].,SUPPORTED
ptbxl|162,ptbxl,Signal quality should be verified by checking for baseline wander or artifacts.,SUPPORTED
ptbxl|162,ptbxl,Preprocessing often involves filtering out baseline wander or artifacts before diagnosis.,SUPPORTED
ptbxl|162,ptbxl,"If noise persists after cleaning, the high anomaly score likely reflects unclean data rather than a pathological condition requiring immediate intervention in this 30-second clip.",UNVERIFIABLE
ptbxl|162,ptbxl,This is a research decision-support tool.,UNVERIFIABLE
ptbxl|162,ptbxl,This is not a diagnostic device.,UNVERIFIABLE
ptbxl|162,ptbxl,This does not replace clinical judgment.,SUPPORTED
wesad|S17|w16,wesad,Simultaneous rise in wrist temperature and drop in blood volume pulse suggests a stress response or signal artifact common at the wrist site.,UNVERIFIABLE
wesad|S17|w16,wesad,Wearable PPG sensors are more prone to motion artifacts than ECG.,SUPPORTED
wesad|S17|w16,wesad,Wearable PPG sensors are more prone to signal degradation than ECG.,SUPPORTED
wesad|S17|w16,wesad,Skin temperature can capture stress-related peripheral vasoconstriction.,SUPPORTED
wesad|S17|w16,wesad,Reduced HRV reflects high stress levels.,UNVERIFIABLE
wesad|S17|w16,wesad,Wrist measurements often show larger heart rate estimation errors due to missed pulse peaks compared to facial sites or fingers.,SUPPORTED
wesad|S17|w16,wesad,Elevated wrist temperature may indicate vasoconstriction.,UNVERIFIABLE
wesad|S17|w16,wesad,Elevated wrist temperature may indicate sensor placement issues.,UNVERIFIABLE
ptbxl|10344,ptbxl,A high anomaly score suggests irregular rhythm rather than normal sinus activity.,SUPPORTED
ptbxl|10344,ptbxl,A high anomaly score suggests ectopic beats rather than normal sinus activity.,SUPPORTED
ptbxl|10344,ptbxl,Normal beats show regular rhythms with consistent P waves.,SUPPORTED
ptbxl|10344,ptbxl,Absent P waves indicate ventricular origin deviations.,SUPPORTED
ptbxl|10344,ptbxl,"Abnormal morphology indicates arrhythmias such as atrial fibrillation, premature ventricular contractions, or supraventricular premature beats.",SUPPORTED
ptbxl|10344,ptbxl,Multi-lead analysis is crucial for accurate localization of abnormalities.,SUPPORTED
ptbxl|10344,ptbxl,Review the 12-lead ECG to identify specific waveforms like missing P waves.,SUPPORTED
ptbxl|10344,ptbxl,Review the 12-lead ECG to identify specific waveforms like wide QRS complexes.,SUPPORTED
ptbxl|10344,ptbxl,Confirm if an arrhythmia like atrial fibrillation is present by reviewing the ECG.,SUPPORTED
ptbxl|10344,ptbxl,Confirm if a premature beat is present by reviewing the ECG.,SUPPORTED
ptbxl|10344,ptbxl,This tool is a research decision-support tool.,UNVERIFIABLE
ptbxl|10344,ptbxl,This tool is not a diagnostic device.,UNVERIFIABLE
ptbxl|10344,ptbxl,This tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S16|w16,wesad,The detected pattern suggests reduced sympathetic arousal or signal degradation at the wrist.,UNVERIFIABLE
wesad|S16|w16,wesad,Signal degradation may be due to motion artifacts common in PPG sensors rather than a physiological event alone [PMC12789550].,SUPPORTED
wesad|S16|w16,wesad,Wrist-worn photoplethysmography (PPG) is prone to motion artifacts compared to electrocardiogram (ECG).,SUPPORTED
wesad|S16|w16,wesad,Wrist-worn PPG is prone to poor perfusion compared to ECG.,SUPPORTED
wesad|S16|w16,wesad,Heart rate variability metrics like RMSSD are particularly difficult to recover accurately from wrist signals [PMC12736534].,SUPPORTED
wesad|S16|w16,wesad,Difficulty in recovering HRV metrics persists even with processing steps [PMC12736534].,SUPPORTED
wesad|S16|w16,wesad,Wrist measurements often show higher error rates due to missed pulse peaks compared to facial or finger sites [PMC13210545].,SUPPORTED
wesad|S16|w16,wesad,Reduced heart rate variability should not be interpreted as a definitive stress marker without corroborating ECG data given PPG limitations at the wrist site [PMC12789550][PMC12736534].,SUPPORTED
wesad|S16|w16,wesad,The tool is a research decision-support tool.,UNVERIFIABLE
wesad|S16|w16,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S16|w16,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S13|w17,wesad,Elevated skin temperature indicates vasodilation.,UNVERIFIABLE
wesad|S13|w17,wesad,Reduced heart rate variability suggests a potential stress response or signal artifact.,SUPPORTED
wesad|S13|w17,wesad,Slightly lower blood volume pulse amplitude is observed at the wrist.,UNVERIFIABLE
wesad|S13|w17,wesad,Wearable PPG sensors are more prone to motion artifacts than ECG under poor perfusion conditions.,UNVERIFIABLE
wesad|S13|w17,wesad,Wearable PPG sensors experience greater signal degradation than ECG under poor perfusion conditions.,UNVERIFIABLE
wesad|S13|w17,wesad,Reduced heart rate variability reflects a high stress level.,SUPPORTED
wesad|S13|w17,wesad,Increased skin temperature can capture peripheral vasoconstriction changes associated with anxiety detection contexts.,SUPPORTED
wesad|S13|w17,wesad,Increased skin temperature can capture peripheral vasodilation changes associated with anxiety detection contexts.,SUPPORTED
wesad|S13|w17,wesad,Multimodal biosignals include PPG and electrodermal activity (EDA).,SUPPORTED
wesad|S13|w17,wesad,Wrist measurements show higher heart rate estimation errors than facial sites due to missed pulse peaks.,SUPPORTED
wesad|S13|w17,wesad,Wrist measurements show higher heart rate estimation errors than finger sites due to missed pulse peaks.,SUPPORTED
wesad|S13|w17,wesad,Missed pulse peaks at the wrist may explain reduced blood volume pulse signal quality.,SUPPORTED
wesad|S13|w17,wesad,Motion artifacts can degrade PPG signals.,SUPPORTED
wesad|S13|w17,wesad,Motion artifacts can alter derived metrics like heart rate variability.,SUPPORTED
wesad|S13|w17,wesad,Wrist-based readings are less reliable than ECG for stress assessment in real-world settings due to perfusion issues.,SUPPORTED
wesad|S16|w1,wesad,A simultaneous drop in wrist temperature and skin conductance was detected.,UNVERIFIABLE
wesad|S16|w1,wesad,Reduced sympathetic arousal can cause reduced peripheral vasoconstriction.,UNVERIFIABLE
wesad|S16|w1,wesad,Peripheral vasoconstriction can occur during stress responses.,SUPPORTED
wesad|S16|w1,wesad,Motion artifacts at the wrist may affect sensor accuracy.,SUPPORTED
wesad|S16|w1,wesad,Wrist-worn PPG signals are more prone to motion artifacts than ECG signals.,SUPPORTED
wesad|S16|w1,wesad,Wrist-worn PPG signals experience greater signal degradation compared to ECG signals.,SUPPORTED
wesad|S16|w1,wesad,Measurements acquired at the wrist often show larger estimation errors due to missed pulse peaks or poor perfusion conditions like vasoconstriction.,SUPPORTED
wesad|S16|w1,wesad,Skin temperature changes can reflect stress-related peripheral vasoconstriction.,SUPPORTED
wesad|S16|w1,wesad,Skin temperature measurements are influenced by motion in wearable settings.,UNVERIFIABLE
wesad|S16|w1,wesad,Skin temperature measurements are influenced by environmental factors in wearable settings.,UNVERIFIABLE
wesad|S16|w1,wesad,The tool is a research decision-support tool.,UNVERIFIABLE
wesad|S16|w1,wesad,The tool is not a diagnostic device.,UNVERIFIABLE
wesad|S16|w1,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
