subject,window_idx,query_v2,flag_if,flag_lof,score_if,score_lof,z_ecg,z_resp,z_bvp,z_wrist_eda,z_wrist_temp,top2
8,2224,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_temp (z=+1.2 vs subject baseline, mean=31.41) reduced wrist_eda (z=-0.9 vs subject baseline, mean=1.05) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=0.09, bvp mean=-0.19.",False,True,0.4297,1.3076,0.01,0.228,-0.4,-0.913,1.176,"wrist_temp,wrist_eda"
8,2231,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-1.7 vs subject baseline, mean=-0.82) elevated wrist_temp (z=+1.5 vs subject baseline, mean=31.87) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.18, wrist_eda mean=0.98.",False,True,0.4412,1.4444,-0.721,0.866,-1.701,-0.928,1.46,"bvp,wrist_temp"
8,2232,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+2.6 vs subject baseline, mean=1.28) reduced resp (z=-1.6 vs subject baseline, mean=-0.19) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, wrist_eda mean=0.94, wrist_temp mean=31.91.",False,True,0.4277,1.3514,0.419,-1.644,2.607,-0.936,1.479,"bvp,resp"
8,2233,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-4.8 vs subject baseline, mean=-2.32) elevated wrist_temp (z=+1.5 vs subject baseline, mean=31.96) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.18, wrist_eda mean=0.87.",False,True,0.4797,2.3648,-0.237,0.839,-4.762,-0.952,1.513,"bvp,wrist_temp"
8,2234,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+4.0 vs subject baseline, mean=1.93) elevated ecg (z=+1.7 vs subject baseline, mean=0.00) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.16, wrist_eda mean=0.97, wrist_temp mean=31.88.",False,True,0.4779,1.9436,1.659,0.703,3.958,-0.929,1.461,"bvp,ecg"
8,2238,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+2.9 vs subject baseline, mean=1.40) elevated wrist_temp (z=+1.4 vs subject baseline, mean=31.75) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.07, wrist_eda mean=0.91.",False,True,0.4671,1.5329,0.81,0.099,2.858,-0.944,1.385,"bvp,wrist_temp"
9,2301,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated ecg (z=+6.1 vs subject baseline, mean=0.02) elevated wrist_eda (z=+1.1 vs subject baseline, mean=2.15) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=-0.03, bvp mean=0.23, wrist_temp mean=31.59.",False,True,0.3996,1.3127,6.12,-0.374,0.281,1.098,-0.136,"ecg,wrist_eda"
9,2302,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-6.2 vs subject baseline, mean=-0.02) elevated wrist_eda (z=+1.2 vs subject baseline, mean=2.29) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=0.16, bvp mean=-0.44, wrist_temp mean=31.59.",False,True,0.4299,1.3866,-6.151,0.513,-0.499,1.244,-0.134,"ecg,wrist_eda"
9,2320,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated ecg (z=+5.8 vs subject baseline, mean=0.02) reduced resp (z=-0.8 vs subject baseline, mean=-0.12) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: bvp mean=0.34, wrist_eda mean=1.42, wrist_temp mean=31.56.",False,True,0.4395,1.3281,5.839,-0.808,0.401,0.337,-0.172,"ecg,resp"
9,2340,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+4.8 vs subject baseline, mean=1.04) reduced wrist_temp (z=-2.1 vs subject baseline, mean=29.63) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=-0.00, bvp mean=-0.94, wrist_eda mean=2.00.",False,True,0.4724,1.3715,-0.281,4.81,-1.079,0.937,-2.109,"resp,wrist_temp"
9,2341,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-4.0 vs subject baseline, mean=-0.77) reduced wrist_temp (z=-2.2 vs subject baseline, mean=29.50) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.01, bvp mean=0.06, wrist_eda mean=2.41.",False,True,0.4592,1.3091,2.234,-3.952,0.079,1.366,-2.247,"resp,wrist_temp"
9,2344,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+3.3 vs subject baseline, mean=4.24) reduced wrist_temp (z=-1.8 vs subject baseline, mean=29.97) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.02, bvp mean=0.81.",False,True,0.4798,1.2884,0.402,-0.141,0.948,3.267,-1.767,"wrist_eda,wrist_temp"
9,2345,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+4.9 vs subject baseline, mean=5.81) elevated ecg (z=+2.2 vs subject baseline, mean=0.01) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.35, bvp mean=0.00, wrist_temp mean=30.25.",True,True,0.5134,1.5815,2.159,1.451,0.012,4.912,-1.49,"wrist_eda,ecg"
9,2346,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-4.4 vs subject baseline, mean=-0.01) elevated wrist_eda (z=+3.7 vs subject baseline, mean=4.60) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=-0.44, bvp mean=0.27, wrist_temp mean=30.43.",False,True,0.4406,1.3038,-4.422,-2.365,0.319,3.652,-1.311,"ecg,wrist_eda"
9,2379,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_temp (z=+0.9 vs subject baseline, mean=32.65) elevated resp (z=+0.9 vs subject baseline, mean=0.23) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, bvp mean=0.18, wrist_eda mean=1.69.",False,True,0.4522,1.3706,0.064,0.88,0.223,0.617,0.933,"wrist_temp,resp"
9,2401,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-1.5 vs subject baseline, mean=-1.34) elevated resp (z=+1.4 vs subject baseline, mean=0.33) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, wrist_eda mean=1.69, wrist_temp mean=31.66.",False,True,0.4501,1.3478,0.669,1.363,-1.534,0.618,-0.07,"bvp,resp"
9,2427,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+1.2 vs subject baseline, mean=0.30) elevated wrist_temp (z=+1.1 vs subject baseline, mean=32.84) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, bvp mean=0.48, wrist_eda mean=0.49.",False,True,0.4487,1.3226,0.248,1.2,0.571,-0.633,1.119,"resp,wrist_temp"
9,2442,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_temp (z=+2.1 vs subject baseline, mean=33.82) elevated resp (z=+1.2 vs subject baseline, mean=0.29) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, bvp mean=-0.37, wrist_eda mean=0.24.",False,True,0.4749,1.4315,0.14,1.16,-0.42,-0.897,2.106,"wrist_temp,resp"
9,2454,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_temp (z=+1.7 vs subject baseline, mean=33.46) elevated bvp (z=+1.6 vs subject baseline, mean=1.33) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=-0.02, wrist_eda mean=0.26.",False,True,0.4945,4.9803,0.07,-0.353,1.552,-0.876,1.75,"wrist_temp,bvp"
9,2474,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+1.3 vs subject baseline, mean=1.10) elevated resp (z=+0.4 vs subject baseline, mean=0.14) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, wrist_eda mean=1.41, wrist_temp mean=31.51.",False,True,0.4502,1.4097,0.379,0.421,1.286,0.321,-0.22,"bvp,resp"
9,2476,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-1.9 vs subject baseline, mean=-0.35) reduced bvp (z=-1.1 vs subject baseline, mean=-0.96) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, wrist_eda mean=1.15, wrist_temp mean=30.99.",True,True,0.5209,1.4644,0.327,-1.938,-1.095,0.056,-0.737,"resp,bvp"
9,2477,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+1.7 vs subject baseline, mean=1.50) reduced wrist_temp (z=-1.2 vs subject baseline, mean=30.54) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.11, wrist_eda mean=0.99.",False,True,0.4831,1.3797,0.213,0.302,1.747,-0.111,-1.193,"bvp,wrist_temp"
9,2518,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-3.4 vs subject baseline, mean=-0.65) reduced wrist_eda (z=-1.0 vs subject baseline, mean=0.11) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=0.78, wrist_temp mean=31.71.",True,False,0.506,1.2628,0.356,-3.375,0.911,-1.028,-0.014,"resp,wrist_eda"
9,2519,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+4.2 vs subject baseline, mean=0.92) reduced wrist_eda (z=-1.0 vs subject baseline, mean=0.12) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=-0.51, wrist_temp mean=31.76.",False,True,0.4855,1.6607,0.144,4.198,-0.581,-1.02,0.039,"resp,wrist_eda"
9,2523,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced wrist_eda (z=-1.0 vs subject baseline, mean=0.11) reduced bvp (z=-0.7 vs subject baseline, mean=-0.59) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=-0.02, wrist_temp mean=31.87.",False,True,0.4834,1.3594,0.056,-0.343,-0.67,-1.032,0.145,"wrist_eda,bvp"
10,2524,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced wrist_temp (z=-1.6 vs subject baseline, mean=30.66) elevated resp (z=+1.1 vs subject baseline, mean=0.26) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, bvp mean=-0.02, wrist_eda mean=0.12.",False,True,0.4486,1.3732,0.128,1.093,-0.031,-0.44,-1.639,"wrist_temp,resp"
10,2548,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced wrist_temp (z=-1.1 vs subject baseline, mean=31.34) elevated bvp (z=+1.1 vs subject baseline, mean=0.62) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=0.07, wrist_eda mean=0.18.",False,True,0.4133,1.3607,-0.09,0.059,1.095,-0.419,-1.135,"wrist_temp,bvp"
10,2565,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-4.2 vs subject baseline, mean=-2.37) reduced ecg (z=-2.4 vs subject baseline, mean=-0.00) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=-0.27, wrist_eda mean=0.18, wrist_temp mean=30.95.",False,True,0.4708,1.3815,-2.375,-1.681,-4.155,-0.421,-1.422,"bvp,ecg"
10,2568,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-1.8 vs subject baseline, mean=-0.00) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.89) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.20, bvp mean=-0.14, wrist_eda mean=0.17.",True,False,0.5138,1.2463,-1.836,0.744,-0.248,-0.424,-1.468,"ecg,wrist_temp"
10,2570,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.85) reduced wrist_eda (z=-0.4 vs subject baseline, mean=0.18) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=0.07, bvp mean=0.20.",False,True,0.4981,1.32,-0.032,0.059,0.352,-0.42,-1.498,"wrist_temp,wrist_eda"
10,2573,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-4.2 vs subject baseline, mean=-0.01) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.83) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.02, bvp mean=-0.13, wrist_eda mean=0.16.",True,False,0.5082,1.062,-4.243,-0.172,-0.225,-0.425,-1.509,"ecg,wrist_temp"
10,2574,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-3.2 vs subject baseline, mean=-0.01) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.84) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=-0.09, bvp mean=-0.01, wrist_eda mean=0.16.",True,False,0.5233,1.1164,-3.189,-0.782,-0.01,-0.425,-1.507,"ecg,wrist_temp"
10,2575,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-2.9 vs subject baseline, mean=-0.01) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.84) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.25, bvp mean=0.07, wrist_eda mean=0.17.",True,False,0.5221,1.125,-2.888,1.014,0.115,-0.425,-1.506,"ecg,wrist_temp"
10,2576,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-4.9 vs subject baseline, mean=-0.01) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.82) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.01, bvp mean=-0.18, wrist_eda mean=0.17.",True,False,0.5035,1.0505,-4.872,-0.249,-0.313,-0.423,-1.517,"ecg,wrist_temp"
10,2577,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated ecg (z=+3.8 vs subject baseline, mean=0.01) reduced wrist_temp (z=-1.5 vs subject baseline, mean=30.82) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=-0.06, bvp mean=0.47, wrist_eda mean=0.17.",True,False,0.5195,1.2022,3.842,-0.589,0.821,-0.422,-1.519,"ecg,wrist_temp"
10,2581,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated ecg (z=+6.7 vs subject baseline, mean=0.02) elevated bvp (z=+1.6 vs subject baseline, mean=0.91) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: resp mean=-0.04, wrist_eda mean=0.19, wrist_temp mean=30.76.",True,False,0.5041,1.2622,6.713,-0.505,1.593,-0.418,-1.56,"ecg,bvp"
10,2582,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-2.4 vs subject baseline, mean=-1.36) reduced wrist_temp (z=-1.6 vs subject baseline, mean=30.75) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=-0.07, wrist_eda mean=0.21.",False,True,0.4912,1.3188,-0.309,-0.642,-2.397,-0.41,-1.568,"bvp,wrist_temp"
10,2619,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-2.6 vs subject baseline, mean=-0.01) reduced resp (z=-1.7 vs subject baseline, mean=-0.28) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: bvp mean=-0.20, wrist_eda mean=0.09, wrist_temp mean=32.39.",False,True,0.4868,1.3737,-2.596,-1.74,-0.344,-0.452,-0.367,"ecg,resp"
10,2620,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-1.5 vs subject baseline, mean=-0.00) elevated resp (z=+1.3 vs subject baseline, mean=0.30) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: bvp mean=0.28, wrist_eda mean=0.08, wrist_temp mean=32.43.",False,True,0.4462,1.5397,-1.539,1.27,0.496,-0.453,-0.34,"ecg,resp"
10,2621,"Biosignal window flagged by the LOF anomaly detector. Deviating channels are only mildly unusual vs this subject's baseline. elevated ecg (z=+0.9 vs subject baseline, mean=0.00) reduced wrist_eda (z=-0.5 vs subject baseline, mean=0.08) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=0.05, bvp mean=0.10, wrist_temp mean=32.48.",False,True,0.4486,1.3533,0.883,-0.038,0.17,-0.455,-0.301,"ecg,wrist_eda"
10,2628,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated ecg (z=+3.0 vs subject baseline, mean=0.01) reduced bvp (z=-1.2 vs subject baseline, mean=-0.68) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: resp mean=-0.12, wrist_eda mean=0.54, wrist_temp mean=32.36.",False,True,0.4713,1.3471,2.967,-0.896,-1.188,-0.297,-0.394,"ecg,bvp"
10,2652,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated ecg (z=+4.9 vs subject baseline, mean=0.01) elevated wrist_eda (z=+2.5 vs subject baseline, mean=8.70) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=0.22, bvp mean=1.19, wrist_temp mean=31.02.",False,True,0.4583,1.3902,4.924,0.862,2.095,2.514,-1.374,"ecg,wrist_eda"
10,2653,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-9.6 vs subject baseline, mean=-0.02) elevated wrist_eda (z=+3.4 vs subject baseline, mean=11.41) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=-0.08, bvp mean=-1.10, wrist_temp mean=31.10.",False,True,0.4395,1.3092,-9.606,-0.729,-1.933,3.449,-1.311,"ecg,wrist_eda"
10,2687,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+4.7 vs subject baseline, mean=2.66) elevated wrist_temp (z=+1.1 vs subject baseline, mean=34.43) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.05, wrist_eda mean=2.89.",False,True,0.4598,1.3412,0.301,-0.017,4.676,0.512,1.124,"bvp,wrist_temp"
10,2756,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_temp (z=+1.1 vs subject baseline, mean=34.34) reduced bvp (z=-0.5 vs subject baseline, mean=-0.29) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=-0.00, resp mean=0.01, wrist_eda mean=0.25.",False,True,0.4317,1.3259,-0.421,-0.214,-0.511,-0.396,1.058,"wrist_temp,bvp"
10,2829,"Biosignal window flagged by the LOF anomaly detector. Deviating channels are only mildly unusual vs this subject's baseline. reduced wrist_temp (z=-0.6 vs subject baseline, mean=32.14) elevated resp (z=+0.5 vs subject baseline, mean=0.16) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, bvp mean=-0.22, wrist_eda mean=0.30.",False,True,0.416,1.2987,-0.033,0.544,-0.384,-0.379,-0.553,"wrist_temp,resp"
10,2847,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+1.3 vs subject baseline, mean=0.73) reduced ecg (z=-0.5 vs subject baseline, mean=-0.00) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.07, wrist_eda mean=0.22, wrist_temp mean=33.06.",False,True,0.4452,1.308,-0.473,0.09,1.287,-0.406,0.12,"bvp,ecg"
